Sentence,Emotion,Tokenized_Sentence,tokens_length
chất đó có làm mềm não không ?,Other,"['chất', 'làm', 'mềm não', 'không', '?']",5
đùa nhục cái mặt thật,Disgust,"['đùa', 'nhục', 'cái', 'mặt']",4
9 vina casino online đẳng cấp hàng đầu 3 năm bền vững hiện tại chế độ nạp rút 1 siêu tốc không mất phí cùng các đại lý và nhà phát hành link 9 9 vina c,Other,"['9', 'vina', 'casino', 'online đẳng cấp', 'hàng đầu', '3', 'năm', 'bền vững', 'hiện tại', 'chế độ', 'nạp', 'rút', '1', 'siêu tốc', 'không', 'mất phí', 'cùng', 'đại lý', 'nhà', 'phát hành', 'link', '9', '9', 'vina', 'c']",25
lớp tao thì học nhau 3 năm chụp kỉ yếu nói : đéo có tiền đi chụp . địt mẹ mấy con mặt lồn . quá đen khi học còn mấy con đấy,Disgust,"['lớp', 'tao', 'học', 'nhau', '3', 'năm', 'chụp', 'kỉ yếu', 'nói', 'đéo', 'tiền', 'chụp', 'địt', 'mẹ', 'mấy', 'con', 'mặt', 'lồn', 'đen', 'học', 'còn', 'mấy', 'con', 'đấy']",24
giấu sổ đỏ đi,Fear,"['giấu', 'sổ đỏ']",2
ủa mình cũng vậy mà người yêu mình không mập mình mập là sao,Surprise,"['ủa', 'mình', 'cũng', 'vậy mà', 'người yêu', 'mình', 'không', 'mập', 'mình', 'mập', 'sao']",11
lần sau mua mấy con vít gỗ 2 cm lém gần bánh cười lần sau sợ ngay cười,Other,"['lần', 'sau', 'mua', 'mấy', 'con', 'vít', 'gỗ', '2', 'cm', 'lém', 'gần', 'bánh', 'cười', 'lần', 'sau', 'sợ', 'ngay', 'cười']",18
đáng yêu vậy,Enjoyment,"['đáng', 'yêu']",2
dâng con này sang bên trung đông,Anger,"['dâng', 'con', 'sang', 'bên', 'trung đông']",5
nếu không gãy đó la 1 bài quyền đẹp rồi buồn,Sadness,"['nếu', 'không', 'gãy', 'la', '1', 'bài', 'quyền', 'đẹp', 'buồn']",9
trong khi đó lũ con trai lớp tao mỗi lần cắt tóc xong là một vở kịch mới được mở màn đùa,Enjoyment,"['lũ', 'con', 'trai', 'lớp', 'tao', 'mỗi', 'lần', 'cắt', 'tóc', 'xong', 'vở', 'kịch', 'mới', 'mở màn', 'đùa']",15
"ngu bỏ mẹ . làm giàu cho bọn bán vàng thì có , trước mắt thần tài đến các tiệm vàng , còn mấy thằng mua , thần tài chưa thấy đâu vì vài ngày sau vàng sẽ tụt giá chắc chắn sẽ lỗ mẹ nó rồi . lỗ 3 cái : giá tụt , giá mua vào và tiền công nếu là vàng thời trang còn cái kiểu chơi bời không lo làm ăn , chỉ có làm biếng mà hàng tháng cứ cầm 3 cây nhang khấn vái thần tài mong tài lộc tới thì có cái cười_lớn ý .",Disgust,"['ngu', 'bỏ', 'mẹ', 'làm giàu', 'bọn', 'bán', 'vàng', 'trước mắt', 'thần tài', 'tiệm', 'vàng', 'còn', 'mấy', 'thằng', 'mua', 'thần tài', 'chưa', 'thấy', 'đâu', 'vài', 'ngày', 'sau', 'vàng', 'tụt', 'giá', 'chắc chắn', 'lỗ', 'mẹ', 'nó', 'lỗ', '3', 'cái', 'giá', 'tụt', 'giá', 'mua', 'vào', 'tiền', 'công', 'nếu', 'vàng', 'thời trang', 'còn', 'cái', 'kiểu', 'chơi bời', 'không', 'lo', 'làm ăn', 'chỉ', 'làm biếng', 'hàng', 'tháng', 'cứ', 'cầm', '3', 'cây', 'nhang', 'khấn vái', 'thần', 'tài mong', 'tài lộc', 'tới', 'cái', 'cười_lớn ý']",65
bắt rồi bán nhanh dùm cái cảm ơn,Anger,"['bắt', 'bán', 'nhanh', 'dùm', 'cái', 'cảm ơn']",6
bộ chị đi thăm nhà đá hay gì mà lâu vậy,Surprise,"['bộ', 'chị', 'thăm', 'nhà đá', 'hay', 'gì', 'lâu']",7
ối giời yêu quá,Surprise,"['ối', 'giời yêu']",2
"tiêu đề bộ phim cứ ngỡ là thể loại hài , nhưng nếu xem hết thì các bạn sẽ rút ra rất nhiều điều và cái hay trong phim này",Enjoyment,"['tiêu đề', 'bộ', 'phim', 'cứ', 'ngỡ', 'thể loại', 'hài', 'nhưng', 'nếu', 'xem', 'hết', 'bạn', 'rút', 'nhiều', 'điều', 'cái', 'hay', 'phim']",18
per tao mãi mãi bị con này ám ảnh từ bé đến giờ . thứ gì mà đéo thể yêu thương nỗi . nghe tiếng nó kêu là tao bỏ chạy trăm mét chán,Fear,"['per', 'tao', 'mãi mãi', 'con', 'ám ảnh', 'từ', 'bé', 'giờ', 'thứ', 'gì', 'đéo thể', 'yêu thương', 'nỗi', 'nghe', 'tiếng', 'nó', 'kêu', 'tao', 'bỏ', 'chạy', 'trăm', 'mét', 'chán']",23
sao không thây lên báo nhỉ,Other,"['sao', 'không', 'thây', 'lên', 'báo', 'nhỉ']",6
dỗ lại dễ thôi mà . nhỉ nhỉ cười_lăn_lộn_trên_sàn,Enjoyment,"['dỗ', 'dễ', 'nhỉ', 'nhỉ', 'cười_lăn_lộn_trên_sàn']",5
bài này hay quá,Surprise,"['bài', 'hay']",2
lồn mẹ bỏ cụ đi mỉm_cười,Anger,"['lồn', 'mẹ', 'bỏ', 'cụ', 'mỉm_cười']",5
chỉ ước về sau mình được vay,Enjoyment,"['chỉ', 'ước', 'về', 'sau', 'mình', 'vay']",6
"per thì mấy ông nhậu bắt sạch , còn đâu mà phá hoại",Other,"['per', 'mấy', 'ông', 'nhậu', 'bắt', 'sạch', 'còn', 'đâu', 'phá hoại']",9
"per trừ điểm , trừ điểm",Sadness,"['per', 'trừ', 'điểm', 'trừ', 'điểm']",5
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi,Disgust,"['nếu', 'đồng nghiệp', 'bạn', 'hãm vãi', 'cũng nên', 'đăng xuất']",6
per mày ăn ở kiểu gì mà ra được cái này luôn thế,Surprise,"['per', 'mày', 'ăn ở', 'kiểu', 'gì', 'được cái', 'luôn', 'thế']",8
cô quét đi cô cho cháu hốt về với cười,Enjoyment,"['cô', 'quét', 'cô', 'cháu', 'hốt', 'về', 'cười']",7
ai hát tao cho tao nge bài này chắc tao say quá,Enjoyment,"['ai', 'hát', 'tao', 'tao', 'nge', 'bài', 'chắc', 'tao', 'say']",9
chào anh đô cười,Other,"['chào', 'anh', 'đô', 'cười']",4
không phải nhỉ,Other,"['không', 'phải', 'nhỉ']",3
học xong lớp 12 tao chỉ mong 1 đều đừng bao giờ có họp lớp cười,Other,"['học', 'xong', 'lớp', '12', 'tao', 'chỉ', 'mong', '1', 'đều', 'đừng', 'bao giờ', 'họp', 'lớp', 'cười']",14
chúc mừng,Enjoyment,['chúc mừng'],1
loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .,Disgust,"['loại', 'dâm', 'ô', 'nam sinh', 'cần', 'phải', 'tử hình', 'để', 'làm gương', 'người', 'khác']",11
chỉ là một trở ngại nhỏ để vượt qua và vươn tới sự thành công,Other,"['chỉ', 'trở ngại', 'nhỏ', 'để', 'vượt', 'qua', 'vươn', 'tới', 'sự', 'thành công']",10
có à anh tập vừa tài trợ cho ít thiết bị mà còn có anh 3 kít tan anh tin nữa cười_lăn_lộn_trên_sàn,Disgust,"['à', 'anh', 'tập', 'vừa', 'tài trợ', 'ít', 'thiết bị', 'mà còn', 'anh', '3', 'kít', 'tan', 'anh', 'tin', 'cười_lăn_lộn_trên_sàn']",15
"hết thuốc à mấy thằng quằn què , gặp tao thiến con_mẹ_nó_luôn",Anger,"['hết', 'thuốc', 'à', 'mấy', 'thằng', 'quằn', 'què', 'gặp', 'tao', 'thiến', 'con_mẹ_nó_luôn']",11
bản lĩnh thật sự tim,Enjoyment,"['bản lĩnh', 'thật sự', 'tim']",3
hãy tôn trọng quyền được mưu cầu hạnh phúc của mỗi cá nhân con người trên thế giới này đi . đừng kì thị họ ! tội lỗi lắm mỉm_cười,Other,"['hãy', 'tôn trọng', 'quyền', 'mưu cầu', 'hạnh phúc', 'mỗi', 'cá nhân', 'con người', 'trên', 'thế giới', 'đừng', 'kì thị', 'họ', '!', 'tội lỗi', 'lắm', 'mỉm_cười']",17
buôn bỏ nhưng tình cảm không thuoc về mình nua . bat đầu kiem tiên,Sadness,"['buôn', 'bỏ', 'nhưng', 'tình cảm', 'không', 'thuoc', 'về', 'mình', 'nua', 'bat', 'đầu', 'kiem tiên']",12
nách kẹp cái gì ấy nhỉ các bác,Other,"['nách', 'kẹp', 'cái', 'gì', 'ấy', 'nhỉ', 'bác']",7
đi tù thôi các cháu,Disgust,"['tù', 'cháu']",2
còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười,Enjoyment,"['còn', 'mềnh', 'thì ra', 'quán', 'mua', 'bim bim', 'đều', 'chỉ', 'để', 'nhì', 'em', 'cười']",12
3 s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói : tôi yêu em,Enjoyment,"['3', 's', 'để', 'tôi', 'nói', 'tôi', 'yêu', 'em', 'cả', 'quãng', 'đời', 'còn', 'để', 'tôi', 'chứng minh', 'lời', 'tôi', 'nói', 'tôi', 'yêu', 'em']",21
chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,Disgust,"['chắc', 'ổng', 'chỉ', 'ngồi', '1', 'chỗ', 'để', 'móng', 'lên', 'bàn', 'nv', 'chư', 'tao', 'nghĩ', 'đi lại', 'cũng', 'khó']",17
"chuẩn , thấy đa phần nam chính vẫn được lòng hơn .",Enjoyment,"['chuẩn', 'thấy', 'đa phần', 'nam', 'chính', 'vẫn', 'lòng', 'hơn']",8
kiếp trước sống lỗi quá nên kiếp này nghiệp quật buồn,Sadness,"['kiếp', 'trước', 'sống', 'lỗi', 'kiếp', 'này nghiệp', 'quật', 'buồn']",8
gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt,Anger,"['gặp', 'bố', 'bố', 'tung', 'phát', 'chụp', 'cây', 'dù', 'bố xiên', 'cái', 'đừng', 'hỏi', 'sau', 'tức', 'nước', 'thủng', 'mắt']",17
moa thâm nho thật nha,Surprise,"['moa', 'thâm nho', 'nha']",3
trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng,Sadness,"['trải', 'qua', 'cuộc', 'bể dâu', 'điều', 'trông', 'thấy', 'đau đớn', 'lòng']",9
hồi đó khoái cái này lắm,Enjoyment,"['hồi', 'khoái', 'cái', 'lắm']",4
per nghe đi rồi khóc 1 trận cho thoải mái . đừng cố gồng mình lên nữa,Sadness,"['per', 'nghe', 'khóc', '1', 'trận', 'thoải mái', 'đừng', 'cố', 'gồng', 'mình', 'lên']",11
bây giờ nhìn vào cứ kiện tụng mà nãn buồn,Sadness,"['bây giờ', 'nhìn', 'vào', 'cứ', 'kiện tụng', 'nãn', 'buồn']",7
giống thằng này vãi cười,Enjoyment,"['giống', 'thằng', 'vãi', 'cười']",4
liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . mỉm_cười,Sadness,"['liên quan', 'à', 'cr', 'mày', 'đéo thương', 'mày', 'đâu', 'nó', 'crush', 'mới', 'mỉm_cười']",11
ngứa mắt lắm rồi đó,Anger,"['ngứa', 'mắt', 'lắm']",3
trong này toàn thấy mọi người nói về quyền tất nhiên là các bạn có quyền làm mọi thứ pháp luật không cấm nhưng các bạn không biết là thứ điều chỉnh hành vi của các bạn ngoài pháp luật ra còn có chuẩn mực đạo đức và văn hóa à phản cảm thì người ta nói thôi cũng đâu phải 1 mình người ta thấy rất nhiều người thấy là phản cảm mà vậy mà các bạn vẫn nhảy dựng lên thật là 3 chấm,Anger,"['toàn', 'thấy', 'mọi', 'người', 'nói', 'về', 'quyền', 'tất nhiên', 'bạn', 'quyền', 'làm', 'mọi', 'thứ', 'pháp luật', 'không', 'cấm', 'nhưng', 'bạn', 'không', 'biết', 'thứ', 'điều chỉnh', 'hành vi', 'bạn', 'ngoài', 'pháp luật', 'còn', 'chuẩn mực', 'đạo đức', 'văn hóa', 'à', 'phản cảm', 'người', 'ta', 'nói', 'cũng', 'đâu', 'phải', '1', 'mình', 'người', 'ta', 'thấy', 'nhiều', 'người', 'thấy', 'phản cảm', 'vậy mà', 'bạn', 'vẫn', 'nhảy dựng', 'lên', '3', 'chấm']",54
lỗi tại thằng quay phim . cắt không đúng lúc,Disgust,"['lỗi', 'tại', 'thằng', 'quay phim', 'cắt', 'không', 'đúng', 'lúc']",8
tốc độ cao và hậu quả,Other,"['tốc độ', 'cao', 'hậu quả']",3
"chấp nhận đau khổ , để đổi lấy hạnh phúc , mà tìm mãi hạnh phúc không đến thế mới đau em .",Sadness,"['chấp nhận', 'đau khổ', 'để', 'đổi', 'lấy', 'hạnh phúc', 'tìm', 'mãi', 'hạnh phúc', 'không', 'thế', 'mới', 'đau', 'em']",14
2 tên sủa giống nhau đêm đêm thì rủ nhau hú ?,Other,"['2', 'tên', 'sủa', 'giống', 'nhau', 'đêm đêm', 'rủ', 'nhau', 'hú', '?']",10
đi đường buổi đêm nhìn thấy hãi vãi ?,Fear,"['đường', 'buổi', 'đêm', 'nhìn', 'thấy', 'hãi', 'vãi', '?']",8
đù . ? sợ tụt cười_lớn,Fear,"['đù', '?', 'sợ', 'tụt', 'cười_lớn']",5
thiết kế tinh tế quá,Surprise,"['thiết kế', 'tinh tế']",2
cẩn thận móc túi trộm nhé anh chị em .,Other,"['cẩn thận', 'móc túi', 'trộm', 'nhé', 'anh chị em']",5
nhìn cái ngành giáo dục việt nam bây giờ ai cũng mệt mỏi,Sadness,"['nhìn', 'cái', 'ngành', 'giáo dục', 'việt nam', 'bây giờ', 'ai', 'cũng', 'mệt mỏi']",9
"ba cái đồ yêu , 1 ngày 2 lần nấu đây , ngon bá cháy bọ chét nhé , thơm mùi khói nữa",Enjoyment,"['ba', 'cái', 'đồ', 'yêu', '1', 'ngày', '2', 'lần', 'nấu', 'đây', 'ngon bá', 'cháy', 'bọ chét', 'nhé', 'thơm', 'mùi', 'khói']",17
nam chính người nào cũng bị bệnh tự luyến nữa cười,Disgust,"['nam', 'chính', 'người', 'nào', 'cũng', 'bệnh', 'tự luyến', 'cười']",8
"đứng nhất tại trừ phí nhiều chứ khỉ gì . mới lãnh lương xong là trừ , không đki dịch vụ gì hết mà tháng nào cũng trừ , tới lúc cần giải quyết ra đợi cả buổi , rồi lại hẹn cả tuần .",Anger,"['đứng', 'nhất', 'tại', 'trừ phí', 'nhiều', 'chứ', 'khỉ', 'gì', 'mới', 'lãnh lương', 'xong', 'trừ', 'không', 'đki', 'dịch vụ', 'gì', 'hết', 'tháng', 'nào', 'cũng', 'trừ', 'tới', 'lúc', 'cần', 'giải quyết', 'đợi', 'cả', 'buổi', 'hẹn', 'cả', 'tuần']",31
không chấp nhận được chim cút sớm,Anger,"['không', 'chấp nhận', 'chim cút', 'sớm']",4
nói thật cười tao chỉ buồn cười khi chúng nó chia tay thôi cười,Enjoyment,"['nói', 'cười', 'tao', 'chỉ', 'buồn cười', 'chúng nó', 'chia tay', 'cười']",8
giờ thì chả dám nhìn nữa hic buồn,Sadness,"['giờ', 'chả', 'dám', 'nhìn', 'hic', 'buồn']",6
áp dụng với đứa yêu mày thôi nha,Other,"['áp dụng', 'đứa', 'yêu', 'mày', 'nha']",5
mình bình luận chủ yếu muốn khoe mình là fan cứng thôi cười các bạn không cần để ý,Enjoyment,"['mình', 'bình luận', 'chủ yếu', 'muốn', 'khoe', 'mình', 'fan', 'cứng', 'cười', 'bạn', 'không', 'cần', 'để ý']",13
xử tử hiệu trưởng . nhà nước phải làm thẳng tay bọn chó,Anger,"['xử', 'tử hiệu trưởng', 'nhà nước', 'phải', 'làm', 'thẳng', 'tay', 'bọn', 'chó']",9
"rất thích g7 hồi từ 2012 trở lại , có lẽ sẽ uống lại trung nguyên cười",Enjoyment,"['thích', 'g7', 'hồi', 'từ', '2012', 'trở lại', 'có lẽ', 'uống', 'trung nguyên', 'cười']",10
má nó điên đến mức này rồi à,Disgust,"['má', 'nó', 'điên', 'mức', 'à']",5
bố thằng đơ cười_chảy_nước_mắt,Anger,"['bố', 'thằng', 'đơ', 'cười_chảy_nước_mắt']",4
bếp dầu lại nhớ thời sinh viên,Other,"['bếp', 'dầu', 'nhớ', 'thời', 'sinh viên']",5
"hôm nay ai có vàng bán hết đi , tuần sau mua lại , lời vãi .",Enjoyment,"['hôm nay', 'ai', 'vàng', 'bán', 'hết', 'tuần', 'sau', 'mua', 'lời', 'vãi']",10
lần méo nào cũng thế nha,Other,"['lần', 'méo', 'nào', 'cũng', 'thế', 'nha']",6
thích cái đầm nào mua cho bận ngủ cho mát nè cười per,Other,"['thích', 'cái', 'đầm', 'nào', 'mua', 'bận', 'ngủ', 'mát', 'nè', 'cười', 'per']",11
ngứa mắt thật,Anger,"['ngứa', 'mắt']",2
thu nhập bình quân chứ không phải thu nhập của nhân viên nào cũng thế cười_mỉa,Other,"['thu nhập', 'bình quân', 'chứ', 'không', 'phải', 'thu nhập', 'nhân viên', 'nào', 'cũng', 'thế', 'cười_mỉa']",11
mắt còn xanh như bé không anh ?,Other,"['mắt', 'còn', 'xanh', 'bé', 'không', 'anh', '?']",7
do kiếp trước mày nghiệp nhiều quá lên giờ phải trả thôi,Disgust,"['do', 'kiếp', 'trước', 'mày nghiệp', 'nhiều', 'lên', 'giờ', 'phải', 'trả']",9
huhu đéo muốn đi học đâu,Sadness,"['huhu', 'đéo', 'muốn', 'học', 'đâu']",5
đam mê tốc độ thì chấp nhận,Other,"['đam mê', 'tốc độ', 'chấp nhận']",3
còn gì đau xót hơn mỉm_cười,Sadness,"['còn', 'gì', 'đau xót', 'hơn', 'mỉm_cười']",5
tiếc thương cho cả người ở và người đi,Sadness,"['tiếc thương', 'cả', 'người', 'người']",4
vậy là xử xong rồi đó hả ? nhanh dữ,Surprise,"['xử', 'xong', 'hả', '?', 'nhanh', 'dữ']",6
vợ với con chả được tích sự gì ! toàn làm hết hồn ?,Anger,"['vợ', 'con', 'chả', 'tích sự', 'gì', '!', 'toàn', 'làm', 'hết', 'hồn', '?']",11
"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp",Sadness,"['ai', 'mang', 'đồ ăn', 'anh', 'ấy', 'kẻo', 'đói', 'tội nghiệp']",8
nhìn quả pin ngứa mắt vãi,Disgust,"['nhìn', 'quả', 'pin', 'ngứa', 'mắt', 'vãi']",6
mặt con ngáo còn hiền hơn con đứng trên cây cột,Disgust,"['mặt', 'con', 'ngáo', 'còn', 'hiền', 'hơn', 'con', 'đứng', 'trên', 'cây', 'cột']",11
đi ô tô mà vô học vô lương tâm,Anger,"['ô tô', 'vô học', 'vô', 'lương tâm']",4
chai này mới ghi được nhìu chữ không,Enjoyment,"['chai', 'mới', 'ghi', 'nhìu', 'chữ', 'không']",6
em đang ở đâu mà mấy năm rồi chưa thấy xuất hiện cười,Sadness,"['em', 'đâu', 'mấy', 'năm', 'chưa', 'thấy', 'xuất hiện', 'cười']",8
ý là,Surprise,['ý'],1
kinh hoàng,Surprise,['kinh hoàng'],1
"tuổi thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um sùm",Fear,"['tuổi thơ', 'tao', 'sợ', 'nhất', 'con', 'không', 'làm', 'gì', 'nó', 'cũng', 'rược', 'suốt', 'ngày', 'kêu', 'um sùm']",15
tiền bồi thường lấy ở đâu ? cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề nghị sửa lại nếu ai làm sai thì bỏ tiền túi ra mà đền,Disgust,"['tiền', 'bồi thường', 'lấy', 'đâu', '?', 'cứ', 'làm', 'bừa', 'làm', 'ẩu', 'lấy', 'tiền', 'dân', 'đền', 'đề nghị', 'sửa', 'nếu', 'ai', 'làm', 'sai', 'bỏ', 'tiền túi', 'đền']",23
xem phát khóc mẹ luôn khóc_nức_nở,Sadness,"['xem', 'phát', 'khóc', 'mẹ', 'luôn', 'khóc_nức_nở']",6
"muôn đời không khá được vì cái thói tham vặt , tham lam vô đáy việt nam ạ",Disgust,"['muôn đời', 'không', 'khá', 'cái', 'thói', 'tham vặt', 'tham lam', 'vô đáy', 'việt nam', 'ạ']",10
em không muốn chúng ta già đi chút nào . điều đó đồng nghĩa với việc cta sắp xa nhau trầm_ngâm n,Sadness,"['em', 'không', 'muốn', 'chúng ta', 'già', 'chút', 'nào', 'điều', 'đồng nghĩa', 'việc', 'cta', 'sắp', 'xa', 'nhau', 'trầm_ngâm', 'n']",16
đôi mắt to quá,Surprise,"['đôi', 'mắt', 'to']",3
